m,bl,dsp,cva,ad,did,rev
2025-07-01,DSP Marketplace - BFM,SimpliFi,—,Simplifi Deal - Fubo CTV (RON),362718852020,188.15
2025-07-01,Select - BFM,Viant,IRIS,IRIS.TV - Viant - Capable - Emotional Sentiment CTV_BFM,IRIS00293,383.43
2025-07-01,Select - BFM,Yahoo DSP,Mavern Media,Mavern Media & Beachfront - The New Media Firm - Yahoo - Multiple - RON - CTV - 20250615,Mavern20,0.0
2025-12-01,Open Auction - BFM,Sharethrough,—,Sharethrough Web (Open Auction),,8678.98
2025-12-01,DSP Marketplace - BFM,Bidswitch,—,Quorum Test,TEST,0.0
2025-12-01,Open Auction - BFM,Madopi,—,Bidswitch - MW - 1st Price (HB),,0.0
2025-07-01,DSP Marketplace - BFM,JamLoop OpenRTB,—,JamLoop Deal - CTV - Fuse TV,187878729747,65.38
2025-10-01,Open Auction - BFM,Lift,—,Bidswitch - Desktop [Display],,0.0
2025-08-01,Open Auction - BFM,Inspiritum,—,Bidswitch - MW [Display],,6.06
2025-08-01,Open Auction - BFM,Adform,—,Bidswitch - APP Display,,0.0
2026-07-01,Select - BFM,Bidswitch,IRIS,GumGum - Optimum Media - Brand Safe CTV_BFM,IRIS00371,0.0
2026-07-01,Select - BFM,JamLoop OpenRTB,TEGNA,Jamloop - AO - News - OTT CTV - Political - TEGNASOURCED 062922,TEGNA4,498.37
2026-07-01,Open Auction - BFM,—,—,AEW GEN- PROPIEDADES 2026,,0.0
2026-07-01,Open Auction - BFM,Yahoo DSP,—,Yahoo - Desktop MW - Open Auction,,1778.13
2026-08-01,Open Auction - BFM,OnSpot Data,—,Bidswitch - CTV (Charter),,0.04
2026-08-01,DSP Marketplace - BFM,StackAdapt,Beachfront Deal Curation,StackAdapt_Standard Inventory Packages_Beachfront_2025_Sports (General),Beach157,16.59
2026-08-01,DSP Marketplace - BFM,Walmart,Beachfront Deal Migration,TTD Deal - CTV ($15 MiQ) (Walmart),176619450572,661.8
2026-08-01,DSP Marketplace - BFM,TheTradeDesk,Beachfront Deal Migration,TTD Deal - HavasEdge - OTT RON,676738569288,0.0
2026-08-01,Open Auction - BFM,Aroscop,—,Bidswitch - APP Display,,0.0
2025-09-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Subway Visitors - Banner,Quoru67,0.0
2025-12-01,DSP Marketplace - BFM,MadHive,Beachfront Deal Curation,MadHive Deal - Q1 Tentpole - Winter Olympics - Contextual CTV,970977831419,0.0
2025-10-01,Open Auction - BFM,GroundTruth,—,GroundTruth Display,,20.23
2025-11-01,Open Auction - BFM,IQM,—,IQM - In-App Video - Open Auction,,0.13
2025-09-01,DSP Marketplace - BFM,StackAdapt,—,StackAdapt Deal - App - 70%+ VCR,950191416301,400.81
2025-08-01,DSP Marketplace - BFM,Octillion,Beachfront Deal Migration,Octillion Deal - CTV - Sling - App List,747279147176,567.4
2025-08-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - BMW/Mini Dealership Visitors - CTV,Quoru112,0.15
2025-08-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Dairy Queen Visitors - Banner,Quoru93,0.0
2025-11-01,Open Auction - BFM,Stirista,—,Stirista - Open Auction - OLV (Web),,0.0
2025-08-01,DSP Marketplace - BFM,TheTradeDesk,—,TTD Deal - CTV ($20 MiQ),992592731681,25.56
2025-10-01,DSP Marketplace - BFM,Yahoo DSP,Beachfront Deal Curation,Digital Remedy - OLV - Yahoo - Efficient CPM Deal,904382715640,0.0
2025-11-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Resorts World Visitors - CTV,Quoru50,0.63
2025-07-01,Select - BFM,TheTradeDesk,Media Culture,Sports - Contextual - CTV Deal,Media26,1000.07
2025-07-01,Select - BFM,DV360,IRIS,GumGum - Cendyn - Royalton - Brand Safe CTV_BFM,IRIS00290,47.35
2025-10-01,DSP Marketplace - BFM,JamLoop OpenRTB,—,JamLoop Deal - CTV - Vizio - Efficient CPM,760573200866,505.75
2025-11-01,DSP Marketplace - BFM,Yahoo DSP,Beachfront Deal Curation,Digital Remedy - OLV - Yahoo - Efficient CPM Deal,904382715640,0.0
2025-09-01,DSP Marketplace - BFM,JamLoop OpenRTB,BFM Internal,Jamloop Deal - CTV - Network-Override-NBC,JL001,910.76
2025-08-01,Open Auction - BFM,Webeye,—,Bidswitch - APP Display,,27.78
2025-07-01,DSP Marketplace - BFM,StackAdapt,—,StackAdapt Deal - CTV (CBD),314159927810,0.52
2025-10-01,Open Auction - BFM,Bidswitch,—,Bidswitch - CTV - 1st Price (Bundle 151908),,0.0
2025-12-01,Open Auction - BFM,LoopMe,—,LoopMe - Open Auction - CTV,,88451.65
2025-07-01,Open Auction - BFM,DV360,—,Bidswitch - MW - 1st Price (HB),,312.94
2026-07-01,Select - BFM,DV360,MultiLocal,T9_mlm_TA_US_CT_CTV_BF_MLMBRID4972,Multi24,13.62
2025-08-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Mazda Dealership Visitors - Banner,Quoru131,0.0
2025-08-01,DSP Marketplace - BFM,Yahoo DSP,—,Yahoo Deal - CTV (Division D RON $13),344398214696,210.4
2025-09-01,DSP Marketplace - BFM,Epsilon (Conversant),Beachfront Deal Curation,Conversant Cannabis Category Targeting - Display,Beach103,0.0
2025-07-01,DSP Marketplace - BFM,SimpliFi,Beachfront Deal Curation,SimpliFi Deal - Sports Content CTV - Contextual,653038531422,13.4
2025-07-01,Open Auction - BFM,—,—,LiveRamp CTV Pixel,,0.0
2025-08-01,DSP Marketplace - BFM,4INFO,—,4INFO Deal - CTV - T1 Indirect - (PAR),960196981233,0.0
2025-08-01,DSP Marketplace - BFM,StackAdapt,—,StackAdapt Deal - CTV - A&amp;E (Network),679382125032,28.93
2025-07-01,DSP Marketplace - BFM,4INFO,—,4INFO Deal - CTV - T1 Indirect - (MTV),932930387804,0.0
2025-07-01,DSP Marketplace - BFM,4INFO,—,Cadent_FYI_PMP_Test,881880997224,0.0
2025-11-01,DSP Marketplace - BFM,StackAdapt,Beachfront Deal Migration,StackAdapt Deal - CTV,443119806437,11588.18
2025-07-01,Open Auction - BFM,Bidswitch,—,Bidswitch -RTB- Getintent-Whitelist- Web Display,,0.0
2026-07-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Curation,Seedtag NeuroX | Always-On | Finance & Investment Pros - Connected TV,STNXCTV011,0.0
2026-07-01,Open Auction - BFM,Amazon DSP,—,Bidswitch - APP,,279.7
2026-07-01,Open Auction - BFM,LoopMe,—,LoopMe DSP Lottery Campaign copy (deal mimic),,859.8
2026-08-01,DSP Marketplace - BFM,DV360,Beachfront Deal Curation,Seedtag NeuroX | Always-On | Pop Culture & Entertainment Insiders - Connected TV,STNXCTV007,2.16
2025-10-01,Open Auction - BFM,The Media Sense,—,The Media Sense DSP Inapp Video,,0.0
2025-11-01,Open Auction - BFM,TheTradeDesk,—,TTD - Desktop [Display],,246.59
2025-09-01,DSP Marketplace - BFM,JamLoop OpenRTB,—,JamLoop Deal - CTV - Cable Broadcast - Scripps-Newsy,855918727592,663.85
2025-07-01,Select - BFM,Viant,Viant,Fox News,BFViantFoxNews2024,318.46
2025-07-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Curation,Basis Deal - OTT - Skechers 2025 - Women 45+ - Entertainment,132775440867,47.58
2025-07-01,DSP Marketplace - BFM,Beeswax,—,Beeswax Deal - CTV - Political (No Approval),426834991759,236.21
2025-10-01,Open Auction - BFM,Madopi,—,Bidswitch - Seedtag,,8.18
2025-10-01,Open Auction - BFM,Zeta DSP,—,Bidswitch - Seedtag,,0.0
2025-09-01,Select - BFM,TheTradeDesk,Strategus,Strategus - TTD Deal - Tubi Channel/Network - CTV,Strat71,1.59
2025-08-01,DSP Marketplace - BFM,Yahoo DSP,Beachfront Deal Curation,Yahoo  - Casual IQ - Diverse Audience Content - CTV - Contextual,738205946310,0.0
2025-09-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Curation,SamsungAds Efficiency Line,314668390400,0.0
2025-09-01,Open Auction - BFM,Bidswitch,—,Bidswitch -RTB- Getintent-Whitelist- Web Display,,0.0
2025-11-01,Open Auction - BFM,Demandbase,—,DemandBase - CTV,,2619.33
2025-10-01,Open Auction - BFM,Quantcast,—,Bidswitch - APP,,0.0
2025-09-01,Open Auction - BFM,—,—,DemandBase - CTV,,0.0
2026-07-01,DSP Marketplace - BFM,DV360,Beachfront Deal Curation,Seedtag NeuroX | Always-On | Finance & Investment Pros - Connected TV,STNXCTV011,1.68
2026-07-01,Open Auction - BFM,OTT Advisors (Demand),—,OTT Advisors Deal - DT - Live Sports (Washington DC),,0.0
2026-07-01,Open Auction - BFM,Pubmatic,—,0,,0.0
2026-07-01,Open Auction - BFM,Viant,—,Viant - CTV - 1st Price,,166000.32
2025-10-01,Open Auction - BFM,IQM,—,IQM - In-App Video - Open Auction,,0.54
2025-09-01,Open Auction - BFM,Samsung DSP,—,Bidswitch - MW [Display],,0.0
2025-09-01,Open Auction - BFM,—,—,LiveRamp CTV Pixel,,0.0
2025-08-01,Open Auction - BFM,Streamworx Lda.,—,Bidswitch - CTV - 1st Price (Bundle 151908),,0.01
2025-07-01,Open Auction - BFM,SimpliFi,—,SimpliFi - MW [Display],,1744.32
2025-07-01,Select - BFM,Viant,Audigent,Audigent & Beachfront - AUD-066527 - Optimum Media - Multiple Brands - CTV ContextualPMP - Baseball US - ctv,Audig1790,0.01
2025-12-01,DSP Marketplace - BFM,StackAdapt,Beachfront Deal Curation,StackAdapt Deal - CTV - Sports - Political,BFMSA005,305.69
2025-07-01,Select - BFM,Stirista,Audigent,Audigent & Beachfront - AUD-066519 - Optimum Media - Multiple Brands - CTV SmartPMP - US - CTV OMPremiumPubList,Audig1773,23.55
2025-08-01,DSP Marketplace - BFM,TheTradeDesk,Beachfront Deal Migration,TTD Deal - MiQ - CA CTV (RON),662507672500,1148.38
2025-08-01,Select - BFM,Viant,Audigent,Audigent & Beachfront - AUD-066527 - Optimum Media - Multiple Brands - CTV ContextualPMP - Fighting US - ctv,Audig1801,0.0
2025-09-01,Open Auction - BFM,DV360,—,Bidswitch -RTB- Getintent-Whitelist- Web Display,,0.0
2025-12-01,Open Auction - BFM,—,—,VTV VERTA  Dummy Ad_New Test,,0.0
2025-12-01,Open Auction - BFM,—,—,CTV SeedTag,,0.0
2025-09-01,Select - BFM,Bidswitch,Olympusat International,PMP 369 LATAM $3,Olymp7,0.0
2026-07-01,DSP Marketplace - BFM,GroundTruth,Beachfront Deal Curation,GroundTruth - Deal - CTV - Fire TV,BFMGT004,473.18
2026-08-01,Select - BFM,TheTradeDesk,Strategus,Strategus CTV RON,300416284256,100.14
2026-08-01,Open Auction - BFM,Viant,—,Viant - CTV (Charter),,67.98
2025-09-01,Open Auction - BFM,Epsilon (Conversant),—,Conversant Future Today CTV (225473),,0.41
2025-08-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Domino's Visitors - CTV,Quoru72,0.04
2025-09-01,Select - BFM,DV360,IRIS,GumGum - Cendyn - Royalton - Brand Safe CTV_BFM,IRIS00290,76.12
2025-07-01,DSP Marketplace - BFM,SimpliFi,—,Simplifi Deal - App/Web (Small-Screen OTT UK),546476210694,0.0
2025-12-01,Open Auction - BFM,Stirista,—,Stirista - MW [Display],,0.03
2025-10-01,Open Auction - BFM,SmartyAds,—,SmartyAds - CTV (Canada),,8756.85
2025-08-01,Open Auction - BFM,MadHive,—,Madhive - MW,,1.59
2025-10-01,Open Auction - BFM,Amazon DSP,—,Bidswitch -RTB- Getintent-Whitelist- Web Display,,0.0
2025-11-01,Open Auction - BFM,GroundTruth,—,GroundTruth Display,,7.85
2025-08-01,DSP Marketplace - BFM,Viant,Beachfront Deal Migration,Viant Deal - CTV (Premium),677072730087,643.25
2025-09-01,Select - BFM,TheTradeDesk,Media Culture,Sports - Contextual - CTV Deal,Media26,1279.2
2025-12-01,Open Auction - BFM,Bidswitch,—,Bidswitch - CTV (AMC),,0.0
2025-11-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - McDonald's Visitors - CTV,Quoru56,0.08
2025-08-01,DSP Marketplace - BFM,SimpliFi,BFM Internal,Simpli.Fi Deal - FOX,277471236734,73.6
2025-12-01,Select - BFM,Bidswitch,Quorum,Quorum > Auto Enthusiasts > Physical Visitors,Quoru190,0.0
2025-12-01,Open Auction - BFM,—,—,2512 - MGMPLUS - DECEMBER 2025 XCH - MGMP23419-11 - SERIES,,253.18
2026-07-01,Open Auction - BFM,Viant,—,Viant - Linear (Mens),,0.0
2025-10-01,Open Auction - BFM,—,—,Conversant - InApp - Open Auction,,0.0
2026-08-01,Select - BFM,JamLoop OpenRTB,TEGNA,Jamloop - AO - News - OTT CTV - Political - TEGNASOURCED 062922,TEGNA4,66.47
2026-08-01,DSP Marketplace - BFM,MadHive,BFM Internal,MadHive - CTV - Plex (Price Targeted),MH37,13.12
2025-09-01,DSP Marketplace - BFM,JamLoop OpenRTB,Beachfront Deal Curation,Live Sport - CTV - Golf Only - Jamloop,988359389694,66.46
2025-09-01,Open Auction - BFM,Metax,—,MetaX A&amp;E Networks $16,,0.0
2025-08-01,Select - BFM,Stirista,Audigent,Audigent & Beachfront - AUD-066529 - Optimum Media - Multiple Brands - CTV ContextualPMP - Tennis US - ctv,Audig1786,0.17
2025-07-01,Select - BFM,Stirista,Audigent,Audigent & Beachfront - AUD-066529 - Optimum Media - Multiple Brands - CTV ContextualPMP - Spanish Language US - ctv,Audig1780,2.21
2025-07-01,DSP Marketplace - BFM,StackAdapt,Beachfront Deal Curation,StackAdapt_Standard Inventory Packages_Beachfront_2025_Entertainment,Beach164,53.2
2025-10-01,Open Auction - BFM,Krush Media,—,Krush Media Video - CTV Direct (700),,707.41
2025-12-01,Open Auction - BFM,Adtheorent,—,Ad Theorent - Desktop/MW Display,,345.94
2025-12-01,Open Auction - BFM,Walmart,—,TTD - MW [Display],,9.68
2025-12-01,Select - BFM,TheTradeDesk,IRIS,IRIS.TV - Vayner - Shoppers Contextual CTV_BFM,IRIS00326,0.0
2025-09-01,DSP Marketplace - BFM,SimpliFi,Beachfront Deal Migration,Simplifi Deal - A+E Networks CTV,103824164135,475.71
2025-11-01,Open Auction - BFM,—,—,F0037326 FSR GENÉRICA V2 TEXTOS 25S,,0.0
2025-11-01,Open Auction - BFM,—,—,F0041338 NFL WEEK 11 BUCCS VS BILLS + SEAHAWKS VS RAMS DOM 30s,,0.0
2025-08-01,DSP Marketplace - BFM,StackAdapt,Beachfront Deal Curation,StackAdapt_Standard Inventory Packages_Beachfront_2025_[Allows Pharma],Beach161,5.65
2025-11-01,Select - BFM,Bidswitch,Quorum,Quorum > Sports Fans > Physical Visitors,Quoru231,0.0
2025-08-01,Select - BFM,StackAdapt,Audigent,Audigent & Beachfront - AUD-066596 - PMG - Experian - CTV SmartPMP - Credit Seeking Card Switcher - High Credit Card Balance US - ctv,Audig1804,1172.08
2025-09-01,DSP Marketplace - BFM,Yahoo DSP,Beachfront Deal Curation,Yahoo Deal - CTV - Zeta (Political),984632781291,192.5
2025-10-01,Select - BFM,Yahoo DSP,Camelot,PMG - Pub Targeting,PMGPub,14171.16
2025-08-01,DSP Marketplace - BFM,TheTradeDesk,BFM Internal,TTD Deal - Food Lion - CTV (RON),569371033244,2417.49
2025-09-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Starbucks Visitors - CTV,Quoru66,0.0
2025-09-01,DSP Marketplace - BFM,Stirista,Beachfront Deal Curation,0,298578719382,0.0
2025-11-01,Select - BFM,Quantcast,Quorum,"Quorum > Fashion, Beauty, and Wellness > Physical Visitors",Quoru194,0.0
2025-09-01,Open Auction - BFM,—,—,F0040133 NFL FS2 SEAT VS STEE + PANT VS CARD DOMINGO 30,,0.0
2025-07-01,Open Auction - BFM,Bidswitch,—,Quorum Test,,0.0
2026-07-01,DSP Marketplace - BFM,DV360,Beachfront Deal Curation,Seedtag NeuroX | Always-On | Banking & Wealth Builders - Connected TV,STNXCTV016,0.11
2026-08-01,Select - BFM,Bidswitch,MultiLocal,T9_mlm_TA_US_CT_CTV_BF_MLMBRID4972,Multi24,0.0
2026-08-01,Open Auction - BFM,StackAdapt,—,Seedtag,,2886.44
2025-09-01,DSP Marketplace - BFM,JamLoop OpenRTB,—,JamLoop Deal - CTV - LG Ads - $14,533370911919,2350.2
2025-08-01,DSP Marketplace - BFM,IQM,—,IQM Deal - CTV - Battle States - Wisconsin WI - Politics Allowed (Deal Library),BFM078,0.3
2025-07-01,Select - BFM,Viant,Audigent,Audigent & Beachfront - AUD-066527 - Optimum Media - Multiple Brands - CTV ContextualPMP - Spanish Language Sports US - ctv,Audig1788,0.01
2025-08-01,Open Auction - BFM,Between Exchange,—,Bidswitch - MW [Display],,0.01
2025-10-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Curation,Basis Deal - CTV - Fingerlakes Gaming 2025,332440817016,13.8
2025-10-01,DSP Marketplace - BFM,GroundTruth,Beachfront Deal Curation,GroundTruth - Deal - CTV - Fire TV,BFMGT004,272.74
2025-08-01,DSP Marketplace - BFM,Bidswitch,—,Bidswitch Deal - Roku CTV Cross screen  ALWAYS ON,742147321491,0.0
2025-09-01,DSP Marketplace - BFM,4INFO,—,4INFO Deal - CTV - T1 Indirect - (TLC),563830582762,0.0
2025-09-01,DSP Marketplace - BFM,StackAdapt,Beachfront Deal Curation,StackAdapt_Standard Inventory Packages_Beachfront_2025_Kids and Family,Beach169,0.19
2025-09-01,DSP Marketplace - BFM,Viant,—,Viant Deal - Moroccanoil - CTV - Female Skewed - NBCU (Networks),240256146619,3.19
2025-07-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Migration,Basis Deal - CTV RON - $10 Floor,893090891708,1342.99
2025-07-01,DSP Marketplace - BFM,TheTradeDesk,—,TTD Deal - MIQ - EW Scripps CTV,960209121865,0.08
2025-11-01,Select - BFM,AdElement,Quorum,Quorum > Music Lovers > Physical Visitors,Quoru228,0.0
2025-07-01,Select - BFM,Bidswitch,IRIS,GumGum - Cendyn - Royalton - Brand Safe CTV_BFM,IRIS00290,0.0
2025-11-01,Open Auction - BFM,—,—,F0041294 NFL PATR-BUCC RAMS-49ER FS DOM 30,,0.0
2026-07-01,DSP Marketplace - BFM,Beeswax,Beachfront Deal Migration,Beeswax Deal - CTV - AudienceXpress - RON,765218873628,0.0
2026-08-01,DSP Marketplace - BFM,JamLoop OpenRTB,BFM Internal,JamLoop Deal - CTV - Vizio - Efficient CPM,760573200866,1.34
2025-08-01,Select - BFM,Yahoo DSP,Audigent,"PMG & Beachfront - SDEAL-21045 - PMG - PMG - PMG - ctv SmartPMP - Credit Seeking Card Switcher, High Credit Card Balance US",Audig1754,0.0
2025-09-01,DSP Marketplace - BFM,MadHive,—,MadHive Deal - CTV - Vizio - No Content Data,848047441598,178.66
2025-09-01,DSP Marketplace - BFM,Beeswax,Beachfront Deal Curation,SuperAwesome Seedtag COPPA-Approved CTV Deal,Beach126,0.0
2025-07-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Casino Visitors - CTV,Quoru43,0.83
2025-07-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Starbucks Visitors - CTV,Quoru66,0.06
2025-12-01,DSP Marketplace - BFM,IQM,BFM Internal,IQM - CTV - AMC Network - Channel - Adjusted - Politics Allowed,IQM002,0.25
2025-12-01,Open Auction - BFM,Stirista,—,Stirista - APP [Display],,0.0
2025-10-01,Select - BFM,Bidswitch,Infillion Demand,Signet Jewelers | Men's Fashion | CTV,SignetInfilBeachCTV,0.0
2025-12-01,Select - BFM,TheTradeDesk,Strategus,Strategus - TTD Deal - HolidayChristmas Movies - CTV,Strat3113031555,0.0
2025-09-01,DSP Marketplace - BFM,SimpliFi,—,Simplifi Deal - Fubo CTV (RON),362718852020,451.96
2025-08-01,DSP Marketplace - BFM,SimpliFi,—,Simpli.fi Deal - CTV (Haystack TV),808246222774,32.8
2025-08-01,Select - BFM,Viant,Sightly,Goldbelly,Sight21,0.0
2025-08-01,DSP Marketplace - BFM,Walmart,—,TTD Deal - CTV & STB - TV One - Network,BFMTVONE001,0.63
2025-10-01,Open Auction - BFM,Samsung DSP,—,Bidswitch - APP 1st Price,,0.01
2025-09-01,Open Auction - BFM,—,—,F0034009 AEW SHOW 2025-1 LUNES 30’,,0.0
2026-07-01,Open Auction - BFM,—,—,CTV SeedTag,,0.0
2026-07-01,Open Auction - BFM,Amazon DSP,—,Bidswitch - MW [Display],,0.0
2025-09-01,Select - BFM,—,Media Culture,0,Media26,0.0
2025-10-01,Open Auction - BFM,JamLoop OpenRTB,—,JamLoop Deal - CTV - Cable Broadcast - Scripps-Newsy,855918727592,0.0
2026-07-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Curation,Seedtag NeuroX | Always-On | Banking & Wealth Builders - Connected TV,STNXCTV016,0.0
2025-09-01,Select - BFM,Bidswitch,Infillion Demand,Signet Jewelers | Men's Fashion | Desktop/Mobile,SignetInfilBeachDeskMob,0.0
2025-11-01,DSP Marketplace - BFM,Beeswax,Beachfront Deal Curation,Datafy - Holiday Travel Seasonal - Q4,Datafy6204970307,2023.08
2025-08-01,DSP Marketplace - BFM,4INFO,—,4INFO Deal - CTV - T1 Indirect - (ID),604331713250,0.0
2025-10-01,Open Auction - BFM,OnSpot Data,—,Bidswitch - APP,,0.29
2025-08-01,DSP Marketplace - BFM,MadHive,Beachfront Deal Curation,MadHive Deal - CTV RON,983264025678,1654.28
2025-09-01,DSP Marketplace - BFM,4INFO,—,Cadent_FBN_FOX Business_PMP,965906603107,0.0
2025-11-01,DSP Marketplace - BFM,Octillion,Beachfront Deal Migration,Octillion Deal - CTV - AMC,135878418139,4651.99
2025-08-01,Open Auction - BFM,Walmart,—,TTD - CTV (LG Ads Only),,50.98
2025-07-01,Select - BFM,TheTradeDesk,Aki,Aki Deal - CTV - Binge Watching,Aki3,3.65
2025-12-01,Open Auction - BFM,Reset Digital,—,Indirect - Reset Digital - $18 Floor,,0.0
2025-07-01,Open Auction - BFM,Storygize,—,Storygize - MW (1st Price),,59.48
2025-09-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Genesis Dealership Visitors - Banner,Quoru117,0.0
2025-07-01,DSP Marketplace - BFM,MadHive,Beachfront Deal Migration,MadHive Deal - CTV (Alcohol) - Paramount Only,110295217642,1529.4
2025-09-01,Open Auction - BFM,Between Exchange,—,Bidswitch - MW - 1st Price (HB),,0.0
2025-08-01,Open Auction - BFM,—,—,TTD - MW [Display],,0.0
2025-09-01,Select - BFM,—,IRIS,IRIS.TV - Viant - IRIS-enabled CTV_BFM,,0.0
2025-10-01,DSP Marketplace - BFM,JamLoop OpenRTB,—,JamLoop Deal - OLV - Short-Form - 60%+ VCR - $10 Max - SPL,914358280975,0.0
2026-08-01,Select - BFM,Bidswitch,IRIS,GumGum - Cendyn - Royalton - Contextual CTV_BFM,IRIS00289,0.0
2025-08-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Pizza Hut Visitors - Banner,Quoru103,0.0
2025-08-01,Select - BFM,Stirista,Audigent,Audigent & Beachfront - AUD-066529 - Optimum Media - Multiple Brands - CTV ContextualPMP - English Language Sports US - ctv,Audig1781,0.25
2025-09-01,Open Auction - BFM,Quantcast,—,Bidswitch - Seedtag,,3490.34
2025-09-01,Select - BFM,Bidswitch,Infillion Demand,Pulte RON - Display 2,InfPulteRON2,0.0
2025-11-01,Open Auction - BFM,Adtelligent,—,Adtelligent - CTV (Fubo),,10.67
2025-09-01,DSP Marketplace - BFM,4INFO,—,4INFO Deal - CTV - T1 Indirect - (MTV),932930387804,0.0
